nrpess,segmento,cluster_engajamento,saldo_medio_conta,gasto_cartao_mes,freq_pix_mes,freq_boletos_mes,prob_organica_base
nrpess_023525,Varejo,Baixo Engajamento,1601.94,232.48,3,0,0.081
nrpess_023526,Especial,Muito Engajado,8526.46,3538.05,21,8,0.933
nrpess_023527,Varejo,Baixo Engajamento,2533.53,423.19,2,3,0.181
nrpess_023528,Varejo,Muito Engajado,1934.82,3098.84,20,2,0.657
nrpess_023529,Especial,Moderado,10243.58,1614.76,6,6,0.43
nrpess_023530,Varejo,Muito Engajado,2029.63,2781.24,17,9,0.855
nrpess_023531,Private,Moderado,129204.16,1767.14,8,2,0.324
nrpess_023532,Varejo,Muito Engajado,643.56,3137.67,16,4,0.638
nrpess_023533,Select,Moderado,28505.51,1437.12,2,3,0.206
nrpess_023534,Varejo,Baixo Engajamento,1640.5,453.52,2,3,0.181
nrpess_023535,Varejo,Muito Engajado,3218.02,3077.74,18,5,0.727
nrpess_023536,Varejo,Moderado,2652.56,2308.13,7,3,0.353
nrpess_023537,Private,Moderado,83812.17,1768.02,5,4,0.329
nrpess_023538,Varejo,Muito Engajado,842.25,2997.78,23,10,0.95
nrpess_023539,Especial,Muito Engajado,8341.58,3196.35,22,6,0.87
nrpess_023540,Select,Muito Engajado,24649.42,4014.52,13,2,0.505
nrpess_023541,Especial,Moderado,11687.31,1171.08,9,0,0.254
nrpess_023542,Varejo,Baixo Engajamento,858.86,350.75,2,0,0.059
nrpess_023543,Select,Baixo Engajamento,23882.56,440.23,3,0,0.086
nrpess_023544,Select,Baixo Engajamento,24811.37,723.96,5,0,0.143
nrpess_023545,Varejo,Moderado,2477.22,2094.43,8,2,0.332
nrpess_023546,Especial,Baixo Engajamento,5863.93,728.29,0,2,0.098
nrpess_023547,Private,Moderado,82439.71,1642.39,8,3,0.361
nrpess_023548,Private,Moderado,101059.18,2219.67,9,4,0.44
nrpess_023549,Varejo,Moderado,835.25,1615.82,9,1,0.305
nrpess_023550,Select,Muito Engajado,26827.13,3432.17,17,7,0.791
nrpess_023551,Varejo,Baixo Engajamento,2798.23,821.34,1,1,0.086
nrpess_023552,Varejo,Muito Engajado,885.33,3291.05,14,8,0.752
nrpess_023553,Varejo,Moderado,2378.0,1763.43,6,4,0.354
nrpess_023554,Varejo,Moderado,302.34,2175.07,7,3,0.349
nrpess_023555,Especial,Muito Engajado,15026.41,4801.89,17,6,0.785
nrpess_023556,Especial,Moderado,8830.31,1862.94,6,0,0.197
nrpess_023557,Varejo,Moderado,952.8,1849.93,8,6,0.486
nrpess_023558,Varejo,Baixo Engajamento,1053.56,436.41,1,0,0.05
nrpess_023559,Varejo,Moderado,0.0,1327.72,8,3,0.353
nrpess_023560,Private,Moderado,74153.77,1435.17,2,1,0.126
nrpess_023561,Select,Muito Engajado,25917.69,5250.4,16,9,0.891
nrpess_023562,Varejo,Moderado,1493.99,1570.21,5,5,0.364
nrpess_023563,Select,Muito Engajado,31449.39,3532.06,17,6,0.753
nrpess_023564,Varejo,Baixo Engajamento,192.91,431.73,1,1,0.076
nrpess_023565,Especial,Muito Engajado,6846.37,5489.42,20,9,0.95
nrpess_023566,Private,Moderado,115064.26,1748.73,8,7,0.524
nrpess_023567,Varejo,Moderado,1507.11,1807.41,10,1,0.335
nrpess_023568,Especial,Moderado,12409.17,1371.69,14,3,0.504
nrpess_023569,Varejo,Moderado,1744.71,1895.5,6,1,0.237
nrpess_023570,Varejo,Baixo Engajamento,1470.84,677.83,3,2,0.172
nrpess_023571,Especial,Muito Engajado,5993.21,2106.19,21,7,0.858
nrpess_023572,Private,Moderado,94690.58,1279.76,7,2,0.287
nrpess_023573,Varejo,Moderado,2437.61,1514.48,8,4,0.398
nrpess_023574,Select,Moderado,19923.93,1944.62,9,2,0.354
nrpess_023575,Select,Muito Engajado,21686.99,3845.28,19,9,0.931
nrpess_023576,Varejo,Moderado,1875.8,1936.62,1,1,0.113
nrpess_023577,Varejo,Baixo Engajamento,941.33,614.6,1,0,0.05
nrpess_023578,Especial,Moderado,6884.91,1890.27,7,1,0.262
nrpess_023579,Especial,Muito Engajado,6387.81,4221.79,17,8,0.851
nrpess_023580,Varejo,Muito Engajado,754.74,4244.84,22,7,0.936
nrpess_023581,Private,Muito Engajado,70651.41,4739.13,18,7,0.848
nrpess_023582,Especial,Muito Engajado,10144.91,4511.22,11,10,0.788
nrpess_023583,Varejo,Moderado,2140.95,1998.97,2,2,0.18
nrpess_023584,Especial,Moderado,5896.18,1715.54,15,6,0.658
nrpess_023585,Varejo,Baixo Engajamento,898.54,540.9,4,0,0.114
nrpess_023586,Varejo,Baixo Engajamento,1714.07,1036.49,0,0,0.05
nrpess_023587,Select,Moderado,14399.69,1042.87,6,4,0.336
nrpess_023588,Select,Baixo Engajamento,37407.14,964.51,1,1,0.089
nrpess_023589,Varejo,Moderado,1859.78,2117.67,5,2,0.258
nrpess_023590,Especial,Moderado,5624.41,2028.26,6,3,0.321
nrpess_023591,Especial,Muito Engajado,8023.31,4432.47,17,7,0.816
nrpess_023592,Varejo,Muito Engajado,2060.0,3619.66,11,9,0.725
nrpess_023593,Varejo,Muito Engajado,1972.81,3418.6,13,7,0.69
nrpess_023594,Especial,Moderado,5345.76,1538.91,9,2,0.343
nrpess_023595,Especial,Baixo Engajamento,13845.07,705.95,4,2,0.198
nrpess_023596,Varejo,Muito Engajado,2051.37,2647.67,25,7,0.95
nrpess_023597,Varejo,Muito Engajado,3207.43,2004.81,14,6,0.64
nrpess_023598,Varejo,Baixo Engajamento,1325.75,232.7,3,1,0.121
nrpess_023599,Varejo,Moderado,1592.69,2146.59,8,2,0.334
nrpess_023600,Especial,Moderado,7749.22,1356.49,12,2,0.414
nrpess_023601,Varejo,Muito Engajado,463.21,3649.26,17,7,0.796
nrpess_023602,Varejo,Baixo Engajamento,408.17,953.58,4,1,0.164
nrpess_023603,Select,Muito Engajado,29464.12,3795.08,26,10,0.95
nrpess_023604,Varejo,Moderado,1364.79,1913.42,11,5,0.523
nrpess_023605,Varejo,Moderado,968.19,2040.23,5,2,0.256
nrpess_023606,Select,Moderado,14929.99,2245.68,9,3,0.401
nrpess_023607,Especial,Baixo Engajamento,6385.61,781.79,3,1,0.135
nrpess_023608,Especial,Muito Engajado,12722.84,1659.26,18,6,0.731
nrpess_023609,Varejo,Baixo Engajamento,2201.83,643.29,4,1,0.156
nrpess_023610,Varejo,Moderado,1430.74,2631.68,10,3,0.436
nrpess_023611,Especial,Moderado,6194.94,1974.54,7,3,0.344
nrpess_023612,Especial,Baixo Engajamento,9282.36,499.34,3,1,0.127
nrpess_023613,Varejo,Moderado,2626.0,685.86,9,7,0.522
nrpess_023614,Varejo,Baixo Engajamento,1426.97,300.96,5,0,0.133
nrpess_023615,Select,Muito Engajado,29362.3,1917.42,21,4,0.733
nrpess_023616,Varejo,Baixo Engajamento,2270.21,639.57,1,2,0.121
nrpess_023617,Varejo,Baixo Engajamento,1676.95,390.24,1,0,0.05
nrpess_023618,Varejo,Baixo Engajamento,2082.33,609.34,1,0,0.05
nrpess_023619,Select,Baixo Engajamento,21270.24,854.78,1,0,0.05
nrpess_023620,Select,Muito Engajado,30392.31,4396.78,16,7,0.79
nrpess_023621,Especial,Moderado,7407.9,1055.03,7,4,0.361
nrpess_023622,Varejo,Baixo Engajamento,2232.01,296.23,2,2,0.137
nrpess_023623,Varejo,Moderado,1545.38,1837.42,6,2,0.276
nrpess_023624,Varejo,Moderado,2919.87,1488.71,10,3,0.407
nrpess_023625,Especial,Muito Engajado,11157.88,2908.37,16,3,0.593
nrpess_023626,Especial,Moderado,11188.02,2323.02,9,1,0.323
nrpess_023627,Private,Moderado,74307.55,1680.24,6,4,0.352
nrpess_023628,Varejo,Baixo Engajamento,2013.47,704.12,1,1,0.083
nrpess_023629,Especial,Moderado,11942.25,1903.44,5,3,0.293
nrpess_023630,Especial,Muito Engajado,8064.15,3726.15,20,1,0.633
nrpess_023631,Varejo,Moderado,2790.79,1963.82,3,3,0.244
nrpess_023632,Varejo,Baixo Engajamento,2388.25,633.89,2,2,0.146
nrpess_023633,Especial,Moderado,7322.31,1228.89,8,6,0.471
nrpess_023634,Select,Baixo Engajamento,29362.29,302.37,1,0,0.05
nrpess_023635,Varejo,Moderado,2808.36,2946.29,4,3,0.294
nrpess_023636,Private,Baixo Engajamento,99794.22,742.48,1,1,0.084
nrpess_023637,Especial,Baixo Engajamento,5291.02,138.34,2,0,0.053
nrpess_023638,Varejo,Baixo Engajamento,1201.44,782.19,1,0,0.05
nrpess_023639,Varejo,Baixo Engajamento,2529.38,528.27,3,0,0.088
nrpess_023640,Varejo,Moderado,1090.32,1951.04,6,3,0.319
nrpess_023641,Varejo,Baixo Engajamento,46.49,583.8,0,1,0.055
nrpess_023642,Varejo,Moderado,1887.9,2149.36,5,3,0.299
nrpess_023643,Varejo,Muito Engajado,563.05,3590.49,21,9,0.95
nrpess_023644,Private,Muito Engajado,127310.98,2735.06,19,6,0.783
nrpess_023645,Especial,Moderado,5739.92,1993.05,13,1,0.415
nrpess_023646,Especial,Baixo Engajamento,6769.75,435.74,4,0,0.111
nrpess_023647,Varejo,Moderado,0.0,1682.96,11,1,0.357
nrpess_023648,Varejo,Moderado,3490.92,1922.63,9,1,0.313
nrpess_023649,Varejo,Muito Engajado,2157.45,3200.99,18,7,0.81
nrpess_023650,Select,Moderado,23017.6,1373.92,7,2,0.289
nrpess_023651,Varejo,Muito Engajado,3183.48,2438.13,25,8,0.95
nrpess_023652,Varejo,Moderado,523.02,2067.98,7,2,0.307
nrpess_023653,Especial,Baixo Engajamento,8320.48,733.28,4,2,0.198
nrpess_023654,Especial,Baixo Engajamento,11272.72,642.69,2,1,0.106
nrpess_023655,Select,Moderado,19252.49,1375.8,7,2,0.289
nrpess_023656,Varejo,Moderado,2897.28,2394.6,14,2,0.49
nrpess_023657,Varejo,Moderado,1911.08,1687.47,8,2,0.322
nrpess_023658,Especial,Muito Engajado,9158.78,3446.72,18,3,0.656
nrpess_023659,Especial,Baixo Engajamento,11063.47,50.0,0,2,0.081
nrpess_023660,Varejo,Moderado,3104.37,1107.19,12,1,0.368
nrpess_023661,Varejo,Moderado,1892.21,1786.06,11,3,0.44
nrpess_023662,Especial,Moderado,13364.52,359.48,14,3,0.479
nrpess_023663,Private,Muito Engajado,93510.59,2784.9,26,1,0.76
nrpess_023664,Especial,Muito Engajado,11160.58,4223.43,15,9,0.841
nrpess_023665,Select,Muito Engajado,17783.76,5580.93,6,9,0.65
nrpess_023666,Especial,Moderado,1523.84,1447.15,15,3,0.531
nrpess_023667,Varejo,Muito Engajado,1034.87,3317.85,10,3,0.453
nrpess_023668,Varejo,Baixo Engajamento,2722.37,468.3,4,2,0.192
nrpess_023669,Especial,Moderado,9820.69,1996.7,11,1,0.365
nrpess_023670,Varejo,Baixo Engajamento,1218.07,703.74,2,1,0.108
nrpess_023671,Especial,Baixo Engajamento,8032.6,384.43,4,1,0.15
nrpess_023672,Especial,Moderado,7325.89,1858.77,8,2,0.326
nrpess_023673,Private,Muito Engajado,58225.04,2635.17,13,6,0.631
nrpess_023674,Especial,Moderado,7874.27,1741.48,8,4,0.404
nrpess_023675,Varejo,Muito Engajado,2133.92,3301.23,10,5,0.533
nrpess_023676,Varejo,Muito Engajado,2071.0,4046.71,17,6,0.766
nrpess_023677,Varejo,Moderado,809.39,1233.67,11,3,0.426
nrpess_023678,Select,Moderado,22859.49,2107.4,3,2,0.208
nrpess_023679,Varejo,Muito Engajado,794.62,2900.67,14,6,0.663
nrpess_023680,Private,Moderado,81652.44,1941.53,9,3,0.394
nrpess_023681,Private,Muito Engajado,86623.96,3023.82,19,9,0.911
nrpess_023682,Especial,Moderado,1469.21,2501.2,10,3,0.433
nrpess_023683,Varejo,Baixo Engajamento,2140.89,578.7,2,0,0.064
nrpess_023684,Varejo,Moderado,3115.9,1083.17,4,3,0.247
nrpess_023685,Varejo,Baixo Engajamento,2246.91,648.61,1,2,0.121
nrpess_023686,Varejo,Moderado,912.14,2431.32,5,0,0.186
nrpess_023687,Varejo,Muito Engajado,1406.83,2589.19,17,6,0.73
nrpess_023688,Varejo,Moderado,2577.94,1181.87,10,4,0.44
nrpess_023689,Especial,Moderado,9850.56,1336.8,5,2,0.238
nrpess_023690,Varejo,Moderado,2638.38,1980.12,14,4,0.56
nrpess_023691,Varejo,Moderado,1967.61,1942.17,7,2,0.304
nrpess_023692,Especial,Baixo Engajamento,6170.53,149.69,0,2,0.084
nrpess_023693,Private,Moderado,74246.0,2657.85,9,1,0.331
nrpess_023694,Especial,Baixo Engajamento,6984.77,953.24,1,3,0.169
nrpess_023695,Varejo,Moderado,2860.06,854.82,10,3,0.391
nrpess_023696,Especial,Muito Engajado,5552.18,3656.41,27,7,0.95
nrpess_023697,Especial,Moderado,9513.76,2257.39,3,4,0.291
nrpess_023698,Select,Baixo Engajamento,33287.44,752.6,2,2,0.149
nrpess_023699,Varejo,Moderado,1562.99,1904.29,4,6,0.388
nrpess_023700,Select,Moderado,31417.27,1860.38,3,0,0.122
nrpess_023701,Varejo,Moderado,1352.18,988.6,2,3,0.195
nrpess_023702,Select,Moderado,5172.48,1791.62,7,2,0.3
nrpess_023703,Varejo,Moderado,2371.65,2016.07,8,2,0.33
nrpess_023704,Select,Muito Engajado,30602.58,4277.36,15,2,0.562
nrpess_023705,Private,Moderado,61977.31,608.02,11,3,0.41
nrpess_023706,Varejo,Moderado,1009.46,1894.09,10,4,0.457
nrpess_023707,Private,Baixo Engajamento,68186.89,440.11,1,0,0.05
nrpess_023708,Varejo,Baixo Engajamento,859.17,634.77,2,0,0.066
nrpess_023709,Varejo,Muito Engajado,1321.25,4009.99,25,9,0.95
nrpess_023710,Varejo,Moderado,2504.6,2455.66,9,1,0.326
nrpess_023711,Private,Moderado,70649.55,1783.27,7,0,0.22
nrpess_023712,Varejo,Moderado,1976.83,1693.07,9,4,0.427
nrpess_023713,Especial,Moderado,7924.73,1722.05,5,2,0.248
nrpess_023714,Especial,Moderado,6354.81,1067.32,5,4,0.312
nrpess_023715,Private,Baixo Engajamento,93814.89,1027.16,2,0,0.076
nrpess_023716,Especial,Baixo Engajamento,9078.86,791.52,1,0,0.05
nrpess_023717,Varejo,Muito Engajado,2086.6,3207.16,20,9,0.94
nrpess_023718,Varejo,Moderado,2287.3,838.1,6,2,0.251
nrpess_023719,Varejo,Muito Engajado,2581.1,3389.2,23,1,0.7
nrpess_023720,Especial,Muito Engajado,7445.51,3119.47,18,10,0.928
nrpess_023721,Varejo,Baixo Engajamento,1863.64,659.78,2,2,0.146
nrpess_023722,Varejo,Moderado,3095.8,1631.97,6,5,0.391
nrpess_023723,Select,Moderado,24332.95,966.97,9,2,0.329
nrpess_023724,Varejo,Moderado,3043.98,2099.27,4,1,0.192
nrpess_023725,Especial,Baixo Engajamento,5670.89,570.71,2,0,0.064
nrpess_023726,Varejo,Baixo Engajamento,2097.49,633.89,1,0,0.05
nrpess_023727,Varejo,Muito Engajado,2233.3,4356.66,16,3,0.629
nrpess_023728,Varejo,Baixo Engajamento,1013.7,1028.49,3,0,0.101
nrpess_023729,Varejo,Baixo Engajamento,1693.97,439.89,7,1,0.226
nrpess_023730,Select,Moderado,46592.41,539.38,11,5,0.488
nrpess_023731,Varejo,Moderado,1261.39,1336.43,9,2,0.338
nrpess_023732,Varejo,Muito Engajado,930.54,3238.72,16,6,0.721
nrpess_023733,Especial,Muito Engajado,7682.77,3734.34,18,9,0.903
nrpess_023734,Especial,Moderado,11643.09,2441.46,9,5,0.486
nrpess_023735,Especial,Baixo Engajamento,10130.87,763.25,4,2,0.199
nrpess_023736,Select,Baixo Engajamento,28917.46,744.76,2,1,0.109
nrpess_023737,Especial,Moderado,9398.11,2691.73,13,2,0.472
nrpess_023738,Varejo,Baixo Engajamento,3312.89,50.0,1,3,0.146
nrpess_023739,Select,Baixo Engajamento,39556.02,1139.06,1,0,0.053
nrpess_023740,Especial,Moderado,2979.98,2437.66,10,6,0.551
nrpess_023741,Varejo,Muito Engajado,2297.03,2497.7,14,4,0.572
nrpess_023742,Varejo,Moderado,1693.21,1398.85,14,6,0.625
nrpess_023743,Varejo,Muito Engajado,1351.02,4583.74,15,9,0.85
nrpess_023744,Varejo,Muito Engajado,2207.48,2116.77,16,4,0.613
nrpess_023745,Varejo,Muito Engajado,1281.34,1866.5,29,9,0.95
nrpess_023746,Varejo,Baixo Engajamento,3054.53,429.31,3,1,0.126
nrpess_023747,Select,Muito Engajado,31583.38,4403.49,15,9,0.845
nrpess_023748,Select,Moderado,23110.36,1915.89,6,4,0.358
nrpess_023749,Especial,Baixo Engajamento,6610.35,601.27,2,0,0.065
nrpess_023750,Select,Baixo Engajamento,31413.55,771.56,1,2,0.124
nrpess_023751,Varejo,Baixo Engajamento,933.48,562.4,2,1,0.104
nrpess_023752,Select,Moderado,21568.97,2913.96,10,5,0.523
nrpess_023753,Especial,Moderado,4085.49,2457.09,5,2,0.266
nrpess_023754,Varejo,Moderado,0.0,2305.34,7,3,0.353
nrpess_023755,Varejo,Moderado,1697.63,1496.39,11,5,0.512
nrpess_023756,Varejo,Moderado,649.9,1886.59,9,2,0.352
nrpess_023757,Varejo,Moderado,1997.29,1934.23,9,2,0.353
nrpess_023758,Varejo,Baixo Engajamento,2874.44,932.02,1,2,0.128
nrpess_023759,Varejo,Moderado,72.32,1808.12,10,3,0.415
nrpess_023760,Varejo,Muito Engajado,1593.25,4377.65,17,10,0.934
nrpess_023761,Varejo,Moderado,422.01,1450.69,7,3,0.331
nrpess_023762,Private,Moderado,88756.37,2028.46,9,3,0.396
nrpess_023763,Varejo,Muito Engajado,976.16,2752.49,29,7,0.95
nrpess_023764,Varejo,Baixo Engajamento,1322.38,634.54,1,2,0.121
nrpess_023765,Especial,Moderado,12829.02,2330.68,8,3,0.378
nrpess_023766,Select,Moderado,19321.06,2002.08,6,6,0.44
nrpess_023767,Varejo,Moderado,2356.78,2292.1,10,1,0.347
nrpess_023768,Select,Baixo Engajamento,23564.07,676.26,3,0,0.092
nrpess_023769,Varejo,Baixo Engajamento,2086.1,446.29,1,1,0.076
nrpess_023770,Varejo,Muito Engajado,640.91,3239.65,11,6,0.596
nrpess_023771,Varejo,Moderado,837.5,2186.65,4,2,0.235
nrpess_023772,Especial,Muito Engajado,10501.67,3423.81,15,3,0.581
nrpess_023773,Varejo,Baixo Engajamento,3265.19,452.93,1,2,0.116
nrpess_023774,Especial,Moderado,7659.69,2051.79,6,1,0.241
nrpess_023775,Varejo,Baixo Engajamento,1330.87,338.67,4,0,0.108
nrpess_023776,Especial,Baixo Engajamento,4894.03,92.72,1,1,0.067
nrpess_023777,Varejo,Moderado,2362.2,1940.71,12,4,0.509
nrpess_023778,Varejo,Muito Engajado,1065.81,3516.57,24,6,0.928
nrpess_023779,Especial,Moderado,10538.62,1905.05,5,3,0.293
nrpess_023780,Especial,Muito Engajado,6938.5,3270.62,21,8,0.927
nrpess_023781,Varejo,Baixo Engajamento,2535.96,907.16,1,1,0.088
nrpess_023782,Select,Muito Engajado,14912.64,3438.59,13,6,0.651
nrpess_023783,Especial,Moderado,9715.62,2238.17,6,3,0.326
nrpess_023784,Varejo,Muito Engajado,2320.24,2544.13,16,6,0.704
nrpess_023785,Private,Muito Engajado,90551.25,2872.05,20,9,0.932
nrpess_023786,Especial,Moderado,14347.49,1630.84,7,6,0.456
nrpess_023787,Varejo,Moderado,1798.57,1957.41,8,5,0.449
nrpess_023788,Varejo,Muito Engajado,2904.92,2304.95,18,4,0.668
nrpess_023789,Especial,Moderado,6076.64,1869.68,8,3,0.367
nrpess_023790,Varejo,Moderado,1854.15,1834.04,12,7,0.626
nrpess_023791,Varejo,Baixo Engajamento,2084.75,649.01,1,2,0.121
nrpess_023792,Varejo,Baixo Engajamento,1277.21,348.35,4,0,0.109
nrpess_023793,Especial,Moderado,8348.83,1787.08,5,2,0.25
nrpess_023794,Varejo,Baixo Engajamento,2000.29,879.29,0,2,0.102
nrpess_023795,Select,Moderado,28562.79,1052.61,4,3,0.246
nrpess_023796,Varejo,Moderado,0.0,1460.12,3,6,0.352
nrpess_023797,Varejo,Moderado,1303.45,2245.46,7,4,0.391
nrpess_023798,Especial,Moderado,8490.6,1701.82,16,0,0.443
nrpess_023799,Especial,Moderado,11491.33,1893.39,7,4,0.382
nrpess_023800,Varejo,Moderado,1042.3,1265.0,9,7,0.537
nrpess_023801,Varejo,Moderado,1839.15,2096.75,9,1,0.317
nrpess_023802,Varejo,Moderado,940.82,2912.17,10,1,0.363
nrpess_023803,Especial,Baixo Engajamento,5256.38,732.91,0,0,0.05
nrpess_023804,Varejo,Muito Engajado,1835.26,2784.89,16,4,0.63
nrpess_023805,Especial,Moderado,6571.24,1925.8,4,2,0.228
nrpess_023806,Especial,Baixo Engajamento,9765.21,838.26,1,4,0.206
nrpess_023807,Varejo,Muito Engajado,2396.06,3794.1,18,5,0.745
nrpess_023808,Varejo,Baixo Engajamento,0.0,1193.19,1,2,0.135
nrpess_023809,Varejo,Baixo Engajamento,0.0,609.94,0,0,0.05
nrpess_023810,Varejo,Moderado,2637.79,2693.32,8,3,0.387
nrpess_023811,Especial,Moderado,6042.35,1531.02,8,2,0.318
nrpess_023812,Especial,Baixo Engajamento,9680.02,535.38,2,3,0.183
nrpess_023813,Especial,Moderado,7423.77,1506.11,9,5,0.463
nrpess_023814,Varejo,Muito Engajado,1328.07,3220.53,14,1,0.471
nrpess_023815,Select,Baixo Engajamento,26494.1,704.77,2,3,0.188
nrpess_023816,Varejo,Muito Engajado,1052.62,2883.02,17,6,0.737
nrpess_023817,Varejo,Moderado,876.49,2059.59,12,5,0.551
nrpess_023818,Especial,Baixo Engajamento,7893.54,488.97,0,0,0.05
nrpess_023819,Select,Moderado,21633.9,1289.21,11,0,0.307
nrpess_023820,Varejo,Moderado,2651.22,2028.16,10,3,0.421
nrpess_023821,Especial,Moderado,7489.6,1907.54,11,3,0.443
nrpess_023822,Select,Baixo Engajamento,38445.37,318.67,3,3,0.203
nrpess_023823,Especial,Muito Engajado,3954.96,4343.79,18,9,0.919
nrpess_023824,Varejo,Moderado,1214.37,2603.4,6,4,0.375
nrpess_023825,Select,Moderado,21509.41,1829.96,8,2,0.326
nrpess_023826,Especial,Muito Engajado,8135.19,4889.12,18,3,0.692
nrpess_023827,Especial,Moderado,8820.4,1616.34,6,4,0.35
nrpess_023828,Especial,Moderado,11386.28,3066.81,8,10,0.677
nrpess_023829,Private,Baixo Engajamento,78661.33,493.09,2,1,0.102
nrpess_023830,Varejo,Moderado,2306.61,1442.5,4,2,0.216
nrpess_023831,Varejo,Moderado,1215.56,1004.03,5,3,0.27
nrpess_023832,Varejo,Moderado,2189.01,1586.59,6,1,0.23
nrpess_023833,Varejo,Baixo Engajamento,1487.47,735.99,0,2,0.098
nrpess_023834,Varejo,Moderado,2038.67,1927.65,6,2,0.278
nrpess_023835,Especial,Moderado,10388.72,1822.26,8,5,0.446
nrpess_023836,Varejo,Moderado,755.03,2372.31,6,2,0.289
nrpess_023837,Especial,Moderado,13716.34,445.8,7,3,0.306
nrpess_023838,Select,Muito Engajado,33456.79,3730.46,18,6,0.783
nrpess_023839,Varejo,Moderado,3303.81,2246.93,8,3,0.376
nrpess_023840,Select,Moderado,24890.84,901.53,11,0,0.298
nrpess_023841,Varejo,Moderado,1681.85,1366.26,13,5,0.559
nrpess_023842,Select,Muito Engajado,20549.68,2536.1,16,2,0.543
nrpess_023843,Select,Moderado,25279.66,2053.17,5,4,0.336
nrpess_023844,Varejo,Moderado,1463.66,1593.23,12,4,0.5
nrpess_023845,Varejo,Muito Engajado,2598.48,3773.15,26,3,0.864
nrpess_023846,Varejo,Muito Engajado,1117.02,3862.41,15,6,0.712
nrpess_023847,Select,Moderado,14716.88,1831.83,9,4,0.431
nrpess_023848,Select,Moderado,44995.09,1484.3,11,3,0.432
nrpess_023849,Varejo,Moderado,1858.05,1361.17,10,5,0.484
nrpess_023850,Especial,Moderado,6506.51,1870.3,8,1,0.287
nrpess_023851,Varejo,Moderado,3366.94,2232.09,8,2,0.336
nrpess_023852,Varejo,Moderado,1653.81,1931.13,6,3,0.318
nrpess_023853,Private,Moderado,67741.49,1687.42,9,2,0.347
nrpess_023854,Varejo,Muito Engajado,1681.1,3116.48,15,8,0.773
nrpess_023855,Select,Moderado,27086.41,1570.75,8,0,0.239
nrpess_023856,Select,Muito Engajado,31190.07,3445.84,20,6,0.826
nrpess_023857,Private,Moderado,88883.16,2385.01,9,3,0.405
nrpess_023858,Varejo,Baixo Engajamento,1905.06,576.95,3,3,0.209
nrpess_023859,Varejo,Moderado,737.38,1529.52,12,8,0.658
nrpess_023860,Varejo,Muito Engajado,375.03,4547.07,21,6,0.879
nrpess_023861,Especial,Muito Engajado,6220.06,3620.68,22,5,0.841
nrpess_023862,Especial,Muito Engajado,12153.2,3438.86,11,3,0.481
nrpess_023863,Varejo,Moderado,554.27,831.22,8,6,0.461
nrpess_023864,Especial,Moderado,8433.26,1837.34,3,0,0.121
nrpess_023865,Varejo,Muito Engajado,1609.87,4353.31,17,4,0.694
nrpess_023866,Varejo,Baixo Engajamento,1453.93,728.7,4,0,0.118
nrpess_023867,Varejo,Moderado,728.1,2532.1,10,3,0.433
nrpess_023868,Varejo,Moderado,1794.45,1221.41,9,4,0.416
nrpess_023869,Varejo,Moderado,2401.64,1097.56,6,3,0.297
nrpess_023870,Varejo,Moderado,1631.84,2375.14,9,3,0.404
nrpess_023871,Select,Baixo Engajamento,20790.66,753.34,1,1,0.084
nrpess_023872,Especial,Muito Engajado,6502.52,3831.73,12,2,0.476
nrpess_023873,Varejo,Muito Engajado,3220.05,3763.16,12,4,0.554
nrpess_023874,Especial,Moderado,7093.75,1618.7,13,3,0.485
nrpess_023875,Especial,Moderado,7967.48,1343.82,6,4,0.344
nrpess_023876,Varejo,Baixo Engajamento,2315.16,861.89,4,1,0.162
nrpess_023877,Especial,Muito Engajado,6787.67,5465.82,14,3,0.607
nrpess_023878,Especial,Muito Engajado,5407.76,2133.97,13,3,0.498
nrpess_023879,Especial,Moderado,9761.08,1523.49,9,4,0.423
nrpess_023880,Especial,Moderado,6222.06,2455.45,7,4,0.396
nrpess_023881,Especial,Moderado,2965.9,2134.51,8,1,0.293
nrpess_023882,Varejo,Baixo Engajamento,2602.64,658.02,1,0,0.05
nrpess_023883,Select,Muito Engajado,39076.58,2748.2,19,6,0.784
nrpess_023884,Varejo,Moderado,2102.12,1689.71,7,8,0.537
nrpess_023885,Select,Moderado,21716.36,1433.8,10,5,0.486
nrpess_023886,Varejo,Moderado,1056.3,1430.35,7,2,0.291
nrpess_023887,Varejo,Muito Engajado,1505.33,3782.13,18,5,0.745
nrpess_023888,Especial,Muito Engajado,7979.54,3637.26,18,3,0.661
nrpess_023889,Varejo,Muito Engajado,2204.96,3001.14,23,4,0.81
nrpess_023890,Select,Baixo Engajamento,28417.5,854.95,1,1,0.086
nrpess_023891,Varejo,Moderado,446.07,883.51,9,7,0.527
nrpess_023892,Especial,Baixo Engajamento,5637.2,957.45,0,1,0.064
nrpess_023893,Varejo,Muito Engajado,1623.61,4398.48,20,8,0.93
nrpess_023894,Varejo,Muito Engajado,2490.79,3037.96,17,4,0.661
nrpess_023895,Varejo,Moderado,1345.68,2618.37,1,1,0.13
nrpess_023896,Especial,Moderado,5733.34,1533.4,6,3,0.308
nrpess_023897,Especial,Moderado,7165.31,2092.09,4,3,0.272
nrpess_023898,Especial,Moderado,9670.65,1787.06,10,5,0.495
nrpess_023899,Private,Moderado,82588.85,819.93,4,3,0.24
nrpess_023900,Especial,Muito Engajado,6451.83,3344.08,16,9,0.844
nrpess_023901,Select,Baixo Engajamento,23528.81,476.97,2,3,0.182
